Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal,Date,Hour,DayOfWeek,Month,MonthName,TimeOfDay,IntensityCategory
1503960366,2016-04-12 23:00:00,81,21,0.35,338,2016-04-12,23,Tuesday,4,April,Night,Light
1503960366,2016-04-13 00:00:00,69,14,0.233333,144,2016-04-13,0,Wednesday,4,April,Night,Light
1503960366,2016-04-13 01:00:00,48,0,0.0,0,2016-04-13,1,Wednesday,4,April,Night,Sedentary
1503960366,2016-04-13 02:00:00,47,0,0.0,0,2016-04-13,2,Wednesday,4,April,Night,Sedentary
1503960366,2016-04-13 03:00:00,53,4,0.066667,36,2016-04-13,3,Wednesday,4,April,Night,Light
1503960366,2016-04-13 04:00:00,47,0,0.0,0,2016-04-13,4,Wednesday,4,April,Night,Sedentary
1503960366,2016-04-13 05:00:00,47,0,0.0,0,2016-04-13,5,Wednesday,4,April,Morning,Sedentary
1503960366,2016-04-13 06:00:00,48,0,0.0,0,2016-04-13,6,Wednesday,4,April,Morning,Sedentary
1503960366,2016-04-13 07:00:00,59,8,0.133333,126,2016-04-13,7,Wednesday,4,April,Morning,Light
1503960366,2016-04-13 08:00:00,69,12,0.2,275,2016-04-13,8,Wednesday,4,April,Morning,Light
1503960366,2016-04-13 09:00:00,136,27,0.45,1679,2016-04-13,9,Wednesday,4,April,Morning,Light
1503960366,2016-04-13 10:00:00,77,15,0.25,295,2016-04-13,10,Wednesday,4,April,Morning,Light
1503960366,2016-04-13 11:00:00,84,16,0.266667,524,2016-04-13,11,Wednesday,4,April,Morning,Light
1503960366,2016-04-13 12:00:00,82,15,0.25,486,2016-04-13,12,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-13 13:00:00,72,10,0.166667,302,2016-04-13,13,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-13 14:00:00,128,46,0.766667,1577,2016-04-13,14,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-13 15:00:00,79,13,0.216667,493,2016-04-13,15,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-13 16:00:00,71,10,0.166667,299,2016-04-13,16,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-13 17:00:00,87,23,0.383333,695,2016-04-13,17,Wednesday,4,April,Evening,Light
1503960366,2016-04-13 18:00:00,118,25,0.416667,1343,2016-04-13,18,Wednesday,4,April,Evening,Light
1503960366,2016-04-13 19:00:00,73,13,0.216667,258,2016-04-13,19,Wednesday,4,April,Evening,Light
1503960366,2016-04-13 20:00:00,47,0,0.0,0,2016-04-13,20,Wednesday,4,April,Evening,Sedentary
1503960366,2016-04-13 21:00:00,48,0,0.0,0,2016-04-13,21,Wednesday,4,April,Night,Sedentary
1503960366,2016-04-13 22:00:00,74,11,0.183333,437,2016-04-13,22,Wednesday,4,April,Night,Light
1503960366,2016-04-13 23:00:00,135,56,0.933333,1766,2016-04-13,23,Wednesday,4,April,Night,Light
1503960366,2016-04-14 00:00:00,56,4,0.066667,81,2016-04-14,0,Thursday,4,April,Night,Light
1503960366,2016-04-14 01:00:00,54,3,0.05,58,2016-04-14,1,Thursday,4,April,Night,Light
1503960366,2016-04-14 02:00:00,47,0,0.0,0,2016-04-14,2,Thursday,4,April,Night,Sedentary
1503960366,2016-04-14 03:00:00,47,0,0.0,0,2016-04-14,3,Thursday,4,April,Night,Sedentary
1503960366,2016-04-14 04:00:00,47,0,0.0,0,2016-04-14,4,Thursday,4,April,Night,Sedentary
1503960366,2016-04-14 05:00:00,47,0,0.0,0,2016-04-14,5,Thursday,4,April,Morning,Sedentary
1503960366,2016-04-14 06:00:00,47,0,0.0,0,2016-04-14,6,Thursday,4,April,Morning,Sedentary
1503960366,2016-04-14 07:00:00,47,0,0.0,0,2016-04-14,7,Thursday,4,April,Morning,Sedentary
1503960366,2016-04-14 08:00:00,47,0,0.0,0,2016-04-14,8,Thursday,4,April,Morning,Sedentary
1503960366,2016-04-14 09:00:00,93,14,0.233333,902,2016-04-14,9,Thursday,4,April,Morning,Light
1503960366,2016-04-14 10:00:00,109,23,0.383333,1106,2016-04-14,10,Thursday,4,April,Morning,Light
1503960366,2016-04-14 11:00:00,64,7,0.116667,50,2016-04-14,11,Thursday,4,April,Morning,Light
1503960366,2016-04-14 12:00:00,85,18,0.3,501,2016-04-14,12,Thursday,4,April,Afternoon,Light
1503960366,2016-04-14 13:00:00,137,54,0.9,1779,2016-04-14,13,Thursday,4,April,Afternoon,Light
1503960366,2016-04-14 14:00:00,113,22,0.366667,1228,2016-04-14,14,Thursday,4,April,Afternoon,Light
1503960366,2016-04-14 15:00:00,66,7,0.116667,139,2016-04-14,15,Thursday,4,April,Afternoon,Light
1503960366,2016-04-14 16:00:00,88,25,0.416667,408,2016-04-14,16,Thursday,4,April,Afternoon,Light
1503960366,2016-04-14 17:00:00,61,5,0.083333,37,2016-04-14,17,Thursday,4,April,Evening,Light
1503960366,2016-04-14 18:00:00,72,12,0.2,322,2016-04-14,18,Thursday,4,April,Evening,Light
1503960366,2016-04-14 19:00:00,55,1,0.016667,11,2016-04-14,19,Thursday,4,April,Evening,Light
1503960366,2016-04-14 20:00:00,91,24,0.4,806,2016-04-14,20,Thursday,4,April,Evening,Light
1503960366,2016-04-14 21:00:00,174,57,0.95,2670,2016-04-14,21,Thursday,4,April,Night,Light
1503960366,2016-04-14 22:00:00,79,17,0.283333,362,2016-04-14,22,Thursday,4,April,Night,Light
1503960366,2016-04-14 23:00:00,50,0,0.0,0,2016-04-14,23,Thursday,4,April,Night,Sedentary
1503960366,2016-04-15 00:00:00,60,6,0.1,83,2016-04-15,0,Friday,4,April,Night,Light
1503960366,2016-04-15 01:00:00,58,5,0.083333,75,2016-04-15,1,Friday,4,April,Night,Light
1503960366,2016-04-15 02:00:00,59,7,0.116667,124,2016-04-15,2,Friday,4,April,Night,Light
1503960366,2016-04-15 03:00:00,47,0,0.0,0,2016-04-15,3,Friday,4,April,Night,Sedentary
1503960366,2016-04-15 04:00:00,47,0,0.0,0,2016-04-15,4,Friday,4,April,Night,Sedentary
1503960366,2016-04-15 05:00:00,49,1,0.016667,26,2016-04-15,5,Friday,4,April,Morning,Light
1503960366,2016-04-15 06:00:00,47,0,0.0,0,2016-04-15,6,Friday,4,April,Morning,Sedentary
1503960366,2016-04-15 07:00:00,49,1,0.016667,7,2016-04-15,7,Friday,4,April,Morning,Light
1503960366,2016-04-15 08:00:00,54,5,0.083333,55,2016-04-15,8,Friday,4,April,Morning,Light
1503960366,2016-04-15 09:00:00,50,2,0.033333,21,2016-04-15,9,Friday,4,April,Morning,Light
1503960366,2016-04-15 10:00:00,63,8,0.133333,154,2016-04-15,10,Friday,4,April,Morning,Light
1503960366,2016-04-15 11:00:00,84,23,0.383333,425,2016-04-15,11,Friday,4,April,Morning,Light
1503960366,2016-04-15 12:00:00,74,13,0.216667,270,2016-04-15,12,Friday,4,April,Afternoon,Light
1503960366,2016-04-15 13:00:00,67,9,0.15,373,2016-04-15,13,Friday,4,April,Afternoon,Light
1503960366,2016-04-15 14:00:00,47,0,0.0,0,2016-04-15,14,Friday,4,April,Afternoon,Sedentary
1503960366,2016-04-15 15:00:00,47,0,0.0,0,2016-04-15,15,Friday,4,April,Afternoon,Sedentary
1503960366,2016-04-15 16:00:00,47,0,0.0,0,2016-04-15,16,Friday,4,April,Afternoon,Sedentary
1503960366,2016-04-15 17:00:00,140,47,0.783333,1774,2016-04-15,17,Friday,4,April,Evening,Light
1503960366,2016-04-15 18:00:00,87,22,0.366667,509,2016-04-15,18,Friday,4,April,Evening,Light
1503960366,2016-04-15 19:00:00,97,32,0.533333,519,2016-04-15,19,Friday,4,April,Evening,Light
1503960366,2016-04-15 20:00:00,64,8,0.133333,77,2016-04-15,20,Friday,4,April,Evening,Light
1503960366,2016-04-15 21:00:00,75,14,0.233333,280,2016-04-15,21,Friday,4,April,Night,Light
1503960366,2016-04-15 22:00:00,151,66,1.1,2145,2016-04-15,22,Friday,4,April,Night,Light
1503960366,2016-04-15 23:00:00,182,95,1.583333,2768,2016-04-15,23,Friday,4,April,Night,Light
1503960366,2016-04-16 00:00:00,77,15,0.25,459,2016-04-16,0,Saturday,4,April,Night,Light
1503960366,2016-04-16 01:00:00,48,0,0.0,0,2016-04-16,1,Saturday,4,April,Night,Sedentary
1503960366,2016-04-16 02:00:00,52,3,0.05,63,2016-04-16,2,Saturday,4,April,Night,Light
1503960366,2016-04-16 03:00:00,48,1,0.016667,6,2016-04-16,3,Saturday,4,April,Night,Light
1503960366,2016-04-16 04:00:00,49,1,0.016667,6,2016-04-16,4,Saturday,4,April,Night,Light
1503960366,2016-04-16 05:00:00,49,1,0.016667,12,2016-04-16,5,Saturday,4,April,Morning,Light
1503960366,2016-04-16 06:00:00,48,0,0.0,0,2016-04-16,6,Saturday,4,April,Morning,Sedentary
1503960366,2016-04-16 07:00:00,54,4,0.066667,101,2016-04-16,7,Saturday,4,April,Morning,Light
1503960366,2016-04-16 08:00:00,62,9,0.15,175,2016-04-16,8,Saturday,4,April,Morning,Light
1503960366,2016-04-16 09:00:00,124,38,0.633333,1181,2016-04-16,9,Saturday,4,April,Morning,Light
1503960366,2016-04-16 10:00:00,110,14,0.233333,1295,2016-04-16,10,Saturday,4,April,Morning,Light
1503960366,2016-04-16 11:00:00,147,30,0.5,2043,2016-04-16,11,Saturday,4,April,Morning,Light
1503960366,2016-04-16 12:00:00,119,42,0.7,1513,2016-04-16,12,Saturday,4,April,Afternoon,Light
1503960366,2016-04-16 13:00:00,214,90,1.5,3616,2016-04-16,13,Saturday,4,April,Afternoon,Light
1503960366,2016-04-16 14:00:00,82,20,0.333333,580,2016-04-16,14,Saturday,4,April,Afternoon,Light
1503960366,2016-04-16 15:00:00,51,0,0.0,0,2016-04-16,15,Saturday,4,April,Afternoon,Sedentary
1503960366,2016-04-16 16:00:00,54,2,0.033333,15,2016-04-16,16,Saturday,4,April,Afternoon,Light
1503960366,2016-04-16 17:00:00,79,17,0.283333,380,2016-04-16,17,Saturday,4,April,Evening,Light
1503960366,2016-04-16 18:00:00,65,10,0.166667,96,2016-04-16,18,Saturday,4,April,Evening,Light
1503960366,2016-04-16 19:00:00,67,12,0.2,146,2016-04-16,19,Saturday,4,April,Evening,Light
1503960366,2016-04-16 20:00:00,81,19,0.316667,385,2016-04-16,20,Saturday,4,April,Evening,Light
1503960366,2016-04-16 21:00:00,75,13,0.216667,463,2016-04-16,21,Saturday,4,April,Night,Light
1503960366,2016-04-16 22:00:00,55,3,0.05,42,2016-04-16,22,Saturday,4,April,Night,Light
1503960366,2016-04-16 23:00:00,56,5,0.083333,92,2016-04-16,23,Saturday,4,April,Night,Light
1503960366,2016-04-17 00:00:00,47,0,0.0,0,2016-04-17,0,Sunday,4,April,Night,Sedentary
1503960366,2016-04-17 01:00:00,48,0,0.0,0,2016-04-17,1,Sunday,4,April,Night,Sedentary
1503960366,2016-04-17 02:00:00,47,0,0.0,0,2016-04-17,2,Sunday,4,April,Night,Sedentary
1503960366,2016-04-17 03:00:00,49,1,0.016667,8,2016-04-17,3,Sunday,4,April,Night,Light
1503960366,2016-04-17 04:00:00,48,0,0.0,0,2016-04-17,4,Sunday,4,April,Night,Sedentary
1503960366,2016-04-17 05:00:00,48,0,0.0,0,2016-04-17,5,Sunday,4,April,Morning,Sedentary
1503960366,2016-04-17 06:00:00,48,0,0.0,0,2016-04-17,6,Sunday,4,April,Morning,Sedentary
1503960366,2016-04-17 07:00:00,48,0,0.0,0,2016-04-17,7,Sunday,4,April,Morning,Sedentary
1503960366,2016-04-17 08:00:00,48,0,0.0,0,2016-04-17,8,Sunday,4,April,Morning,Sedentary
1503960366,2016-04-17 09:00:00,48,0,0.0,0,2016-04-17,9,Sunday,4,April,Morning,Sedentary
1503960366,2016-04-17 10:00:00,47,0,0.0,0,2016-04-17,10,Sunday,4,April,Morning,Sedentary
1503960366,2016-04-17 11:00:00,63,9,0.15,84,2016-04-17,11,Sunday,4,April,Morning,Light
1503960366,2016-04-17 12:00:00,76,18,0.3,260,2016-04-17,12,Sunday,4,April,Afternoon,Light
1503960366,2016-04-17 13:00:00,83,23,0.383333,402,2016-04-17,13,Sunday,4,April,Afternoon,Light
1503960366,2016-04-17 14:00:00,69,10,0.166667,252,2016-04-17,14,Sunday,4,April,Afternoon,Light
1503960366,2016-04-17 15:00:00,73,13,0.216667,191,2016-04-17,15,Sunday,4,April,Afternoon,Light
1503960366,2016-04-17 16:00:00,57,2,0.033333,13,2016-04-17,16,Sunday,4,April,Afternoon,Light
1503960366,2016-04-17 17:00:00,174,71,1.183333,2613,2016-04-17,17,Sunday,4,April,Evening,Light
1503960366,2016-04-17 18:00:00,136,39,0.65,1616,2016-04-17,18,Sunday,4,April,Evening,Light
1503960366,2016-04-17 19:00:00,95,24,0.4,754,2016-04-17,19,Sunday,4,April,Evening,Light
1503960366,2016-04-17 20:00:00,191,87,1.45,2955,2016-04-17,20,Sunday,4,April,Evening,Light
1503960366,2016-04-17 21:00:00,79,16,0.266667,487,2016-04-17,21,Sunday,4,April,Night,Light
1503960366,2016-04-17 22:00:00,58,5,0.083333,70,2016-04-17,22,Sunday,4,April,Night,Light
1503960366,2016-04-17 23:00:00,50,0,0.0,0,2016-04-17,23,Sunday,4,April,Night,Sedentary
1503960366,2016-04-18 00:00:00,82,21,0.35,416,2016-04-18,0,Monday,4,April,Night,Light
1503960366,2016-04-18 01:00:00,48,0,0.0,0,2016-04-18,1,Monday,4,April,Night,Sedentary
1503960366,2016-04-18 02:00:00,47,0,0.0,0,2016-04-18,2,Monday,4,April,Night,Sedentary
1503960366,2016-04-18 03:00:00,47,0,0.0,0,2016-04-18,3,Monday,4,April,Night,Sedentary
1503960366,2016-04-18 04:00:00,47,0,0.0,0,2016-04-18,4,Monday,4,April,Night,Sedentary
1503960366,2016-04-18 05:00:00,47,0,0.0,0,2016-04-18,5,Monday,4,April,Morning,Sedentary
1503960366,2016-04-18 06:00:00,47,0,0.0,0,2016-04-18,6,Monday,4,April,Morning,Sedentary
1503960366,2016-04-18 07:00:00,47,0,0.0,0,2016-04-18,7,Monday,4,April,Morning,Sedentary
1503960366,2016-04-18 08:00:00,47,0,0.0,0,2016-04-18,8,Monday,4,April,Morning,Sedentary
1503960366,2016-04-18 09:00:00,133,39,0.65,1688,2016-04-18,9,Monday,4,April,Morning,Light
1503960366,2016-04-18 10:00:00,81,17,0.283333,380,2016-04-18,10,Monday,4,April,Morning,Light
1503960366,2016-04-18 11:00:00,73,15,0.25,328,2016-04-18,11,Monday,4,April,Morning,Light
1503960366,2016-04-18 12:00:00,118,40,0.666667,1306,2016-04-18,12,Monday,4,April,Afternoon,Light
1503960366,2016-04-18 13:00:00,70,9,0.15,268,2016-04-18,13,Monday,4,April,Afternoon,Light
1503960366,2016-04-18 14:00:00,64,7,0.116667,137,2016-04-18,14,Monday,4,April,Afternoon,Light
1503960366,2016-04-18 15:00:00,80,14,0.233333,495,2016-04-18,15,Monday,4,April,Afternoon,Light
1503960366,2016-04-18 16:00:00,78,17,0.283333,277,2016-04-18,16,Monday,4,April,Afternoon,Light
1503960366,2016-04-18 17:00:00,79,18,0.3,304,2016-04-18,17,Monday,4,April,Evening,Light
1503960366,2016-04-18 18:00:00,234,114,1.9,4074,2016-04-18,18,Monday,4,April,Evening,Light
1503960366,2016-04-18 19:00:00,157,30,0.5,2101,2016-04-18,19,Monday,4,April,Evening,Light
1503960366,2016-04-18 20:00:00,57,2,0.033333,28,2016-04-18,20,Monday,4,April,Evening,Light
1503960366,2016-04-18 21:00:00,68,11,0.183333,187,2016-04-18,21,Monday,4,April,Night,Light
1503960366,2016-04-18 22:00:00,86,19,0.316667,542,2016-04-18,22,Monday,4,April,Night,Light
1503960366,2016-04-18 23:00:00,83,18,0.3,488,2016-04-18,23,Monday,4,April,Night,Light
1503960366,2016-04-19 00:00:00,47,0,0.0,0,2016-04-19,0,Tuesday,4,April,Night,Sedentary
1503960366,2016-04-19 01:00:00,49,1,0.016667,22,2016-04-19,1,Tuesday,4,April,Night,Light
1503960366,2016-04-19 02:00:00,47,0,0.0,0,2016-04-19,2,Tuesday,4,April,Night,Sedentary
1503960366,2016-04-19 03:00:00,50,2,0.033333,9,2016-04-19,3,Tuesday,4,April,Night,Light
1503960366,2016-04-19 04:00:00,47,0,0.0,0,2016-04-19,4,Tuesday,4,April,Night,Sedentary
1503960366,2016-04-19 05:00:00,47,0,0.0,0,2016-04-19,5,Tuesday,4,April,Morning,Sedentary
1503960366,2016-04-19 06:00:00,49,1,0.016667,7,2016-04-19,6,Tuesday,4,April,Morning,Light
1503960366,2016-04-19 07:00:00,75,19,0.316667,316,2016-04-19,7,Tuesday,4,April,Morning,Light
1503960366,2016-04-19 08:00:00,130,38,0.633333,1656,2016-04-19,8,Tuesday,4,April,Morning,Light
1503960366,2016-04-19 09:00:00,79,16,0.266667,367,2016-04-19,9,Tuesday,4,April,Morning,Light
1503960366,2016-04-19 10:00:00,75,16,0.266667,203,2016-04-19,10,Tuesday,4,April,Morning,Light
1503960366,2016-04-19 11:00:00,72,13,0.216667,194,2016-04-19,11,Tuesday,4,April,Morning,Light
1503960366,2016-04-19 12:00:00,143,61,1.016667,1887,2016-04-19,12,Tuesday,4,April,Afternoon,Light
1503960366,2016-04-19 13:00:00,171,65,1.083333,2697,2016-04-19,13,Tuesday,4,April,Afternoon,Light
1503960366,2016-04-19 14:00:00,76,12,0.2,409,2016-04-19,14,Tuesday,4,April,Afternoon,Light
1503960366,2016-04-19 15:00:00,72,12,0.2,299,2016-04-19,15,Tuesday,4,April,Afternoon,Light
1503960366,2016-04-19 16:00:00,71,9,0.15,297,2016-04-19,16,Tuesday,4,April,Afternoon,Light
1503960366,2016-04-19 17:00:00,90,13,0.216667,732,2016-04-19,17,Tuesday,4,April,Evening,Light
1503960366,2016-04-19 18:00:00,120,30,0.5,1280,2016-04-19,18,Tuesday,4,April,Evening,Light
1503960366,2016-04-19 19:00:00,93,31,0.516667,397,2016-04-19,19,Tuesday,4,April,Evening,Light
1503960366,2016-04-19 20:00:00,159,69,1.15,2487,2016-04-19,20,Tuesday,4,April,Evening,Light
1503960366,2016-04-19 21:00:00,94,16,0.266667,826,2016-04-19,21,Tuesday,4,April,Night,Light
1503960366,2016-04-19 22:00:00,58,4,0.066667,52,2016-04-19,22,Tuesday,4,April,Night,Light
1503960366,2016-04-19 23:00:00,120,48,0.8,1369,2016-04-19,23,Tuesday,4,April,Night,Light
1503960366,2016-04-20 00:00:00,54,2,0.033333,16,2016-04-20,0,Wednesday,4,April,Night,Light
1503960366,2016-04-20 01:00:00,53,2,0.033333,36,2016-04-20,1,Wednesday,4,April,Night,Light
1503960366,2016-04-20 02:00:00,47,0,0.0,0,2016-04-20,2,Wednesday,4,April,Night,Sedentary
1503960366,2016-04-20 03:00:00,48,0,0.0,0,2016-04-20,3,Wednesday,4,April,Night,Sedentary
1503960366,2016-04-20 04:00:00,48,0,0.0,0,2016-04-20,4,Wednesday,4,April,Night,Sedentary
1503960366,2016-04-20 05:00:00,47,0,0.0,0,2016-04-20,5,Wednesday,4,April,Morning,Sedentary
1503960366,2016-04-20 06:00:00,48,0,0.0,0,2016-04-20,6,Wednesday,4,April,Morning,Sedentary
1503960366,2016-04-20 07:00:00,51,3,0.05,29,2016-04-20,7,Wednesday,4,April,Morning,Light
1503960366,2016-04-20 08:00:00,70,14,0.233333,264,2016-04-20,8,Wednesday,4,April,Morning,Light
1503960366,2016-04-20 09:00:00,144,50,0.833333,1993,2016-04-20,9,Wednesday,4,April,Morning,Light
1503960366,2016-04-20 10:00:00,79,13,0.216667,459,2016-04-20,10,Wednesday,4,April,Morning,Light
1503960366,2016-04-20 11:00:00,58,1,0.016667,65,2016-04-20,11,Wednesday,4,April,Morning,Light
1503960366,2016-04-20 12:00:00,64,8,0.133333,185,2016-04-20,12,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-20 13:00:00,61,5,0.083333,64,2016-04-20,13,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-20 14:00:00,113,39,0.65,1270,2016-04-20,14,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-20 15:00:00,97,21,0.35,797,2016-04-20,15,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-20 16:00:00,70,11,0.183333,261,2016-04-20,16,Wednesday,4,April,Afternoon,Light
1503960366,2016-04-20 17:00:00,57,2,0.033333,13,2016-04-20,17,Wednesday,4,April,Evening,Light
1503960366,2016-04-20 18:00:00,114,32,0.533333,1308,2016-04-20,18,Wednesday,4,April,Evening,Light
1503960366,2016-04-20 19:00:00,117,36,0.6,1558,2016-04-20,19,Wednesday,4,April,Evening,Light
1503960366,2016-04-20 20:00:00,80,12,0.2,499,2016-04-20,20,Wednesday,4,April,Evening,Light
1503960366,2016-04-20 21:00:00,83,22,0.366667,395,2016-04-20,21,Wednesday,4,April,Night,Light
1503960366,2016-04-20 22:00:00,62,7,0.116667,77,2016-04-20,22,Wednesday,4,April,Night,Light
1503960366,2016-04-20 23:00:00,120,33,0.55,1255,2016-04-20,23,Wednesday,4,April,Night,Light
1503960366,2016-04-21 00:00:00,54,2,0.033333,17,2016-04-21,0,Thursday,4,April,Night,Light
1503960366,2016-04-21 01:00:00,61,8,0.133333,129,2016-04-21,1,Thursday,4,April,Night,Light
1503960366,2016-04-21 02:00:00,55,5,0.083333,81,2016-04-21,2,Thursday,4,April,Night,Light
1503960366,2016-04-21 03:00:00,48,0,0.0,0,2016-04-21,3,Thursday,4,April,Night,Sedentary
1503960366,2016-04-21 04:00:00,47,0,0.0,0,2016-04-21,4,Thursday,4,April,Night,Sedentary
1503960366,2016-04-21 05:00:00,47,0,0.0,0,2016-04-21,5,Thursday,4,April,Morning,Sedentary
1503960366,2016-04-21 06:00:00,48,0,0.0,0,2016-04-21,6,Thursday,4,April,Morning,Sedentary
1503960366,2016-04-21 07:00:00,52,3,0.05,38,2016-04-21,7,Thursday,4,April,Morning,Light
1503960366,2016-04-21 08:00:00,71,15,0.25,245,2016-04-21,8,Thursday,4,April,Morning,Light
1503960366,2016-04-21 09:00:00,133,26,0.433333,1672,2016-04-21,9,Thursday,4,April,Morning,Light
1503960366,2016-04-21 10:00:00,77,16,0.266667,255,2016-04-21,10,Thursday,4,April,Morning,Light
1503960366,2016-04-21 11:00:00,55,0,0.0,0,2016-04-21,11,Thursday,4,April,Morning,Sedentary
1503960366,2016-04-21 12:00:00,73,11,0.183333,384,2016-04-21,12,Thursday,4,April,Afternoon,Light
1503960366,2016-04-21 13:00:00,113,25,0.416667,1140,2016-04-21,13,Thursday,4,April,Afternoon,Light
1503960366,2016-04-21 14:00:00,58,2,0.033333,12,2016-04-21,14,Thursday,4,April,Afternoon,Light
1503960366,2016-04-21 15:00:00,68,8,0.133333,213,2016-04-21,15,Thursday,4,April,Afternoon,Light
1503960366,2016-04-21 16:00:00,60,4,0.066667,26,2016-04-21,16,Thursday,4,April,Afternoon,Light
1503960366,2016-04-21 17:00:00,60,5,0.083333,96,2016-04-21,17,Thursday,4,April,Evening,Light
1503960366,2016-04-21 18:00:00,69,9,0.15,213,2016-04-21,18,Thursday,4,April,Evening,Light
1503960366,2016-04-21 19:00:00,64,8,0.133333,100,2016-04-21,19,Thursday,4,April,Evening,Light
1503960366,2016-04-21 20:00:00,213,92,1.533333,3541,2016-04-21,20,Thursday,4,April,Evening,Light
1503960366,2016-04-21 21:00:00,104,21,0.35,970,2016-04-21,21,Thursday,4,April,Night,Light
1503960366,2016-04-21 22:00:00,63,9,0.15,89,2016-04-21,22,Thursday,4,April,Night,Light
1503960366,2016-04-21 23:00:00,84,15,0.25,598,2016-04-21,23,Thursday,4,April,Night,Light
1503960366,2016-04-22 00:00:00,47,0,0.0,0,2016-04-22,0,Friday,4,April,Night,Sedentary
1503960366,2016-04-22 01:00:00,47,0,0.0,0,2016-04-22,1,Friday,4,April,Night,Sedentary
1503960366,2016-04-22 02:00:00,47,0,0.0,0,2016-04-22,2,Friday,4,April,Night,Sedentary
1503960366,2016-04-22 03:00:00,47,0,0.0,0,2016-04-22,3,Friday,4,April,Night,Sedentary
1503960366,2016-04-22 04:00:00,47,0,0.0,0,2016-04-22,4,Friday,4,April,Night,Sedentary
1503960366,2016-04-22 05:00:00,47,0,0.0,0,2016-04-22,5,Friday,4,April,Morning,Sedentary
1503960366,2016-04-22 06:00:00,47,0,0.0,0,2016-04-22,6,Friday,4,April,Morning,Sedentary
1503960366,2016-04-22 07:00:00,47,0,0.0,0,2016-04-22,7,Friday,4,April,Morning,Sedentary
1503960366,2016-04-22 08:00:00,47,0,0.0,0,2016-04-22,8,Friday,4,April,Morning,Sedentary
1503960366,2016-04-22 09:00:00,65,13,0.216667,192,2016-04-22,9,Friday,4,April,Morning,Light
1503960366,2016-04-22 10:00:00,54,2,0.033333,29,2016-04-22,10,Friday,4,April,Morning,Light
1503960366,2016-04-22 11:00:00,102,34,0.566667,958,2016-04-22,11,Friday,4,April,Morning,Light
1503960366,2016-04-22 12:00:00,57,2,0.033333,38,2016-04-22,12,Friday,4,April,Afternoon,Light
